"Count","DateTime","T2 Ez","T2 CheckEz","T2 Ex","T2 Prime","T2 DAX A"
"517","03FEB25 12:23:35 ",1,1,97,120,135
"518","03FEB25 12:23:36 ",1,1,97,120,135
"519","03FEB25 12:23:37 ",1,1,97,120,135
"520","03FEB25 12:23:38 ",1,1,97,120,135
"521","03FEB25 12:23:39 ",1,1,97,120,135
"522","03FEB25 12:23:40 ",1,1,97,120,135
"523","03FEB25 12:23:41 ",1,1,97,120,135
"524","03FEB25 12:23:42 ",1,1,97,120,135
"525","03FEB25 12:23:43 ",1,1,97,120,135
"526","03FEB25 12:23:44 ",1,1,97,120,135
"527","03FEB25 12:23:45 ",1,1,97,120,135
"528","03FEB25 12:23:46 ",1,1,97,120,135
"529","03FEB25 12:23:48 ",1,1,97,120,135
"530","03FEB25 12:23:49 ",1,1,97,120,135
"531","03FEB25 12:23:50 ",1,1,97,120,135
"532","03FEB25 12:23:51 ",1,1,97,120,135
"533","03FEB25 12:23:52 ",1,1,97,120,135
"534","03FEB25 12:23:53 ",1,1,97,120,135
"535","03FEB25 12:23:54 ",1,1,97,120,135
"536","03FEB25 12:23:55 ",1,1,97,120,135
"537","03FEB25 12:23:56 ",1,1,97,120,135
"538","03FEB25 12:23:57 ",1,1,97,120,135
"539","03FEB25 12:23:58 ",1,1,97,120,135
"540","03FEB25 12:23:59 ",1,1,97,120,135
"541","03FEB25 12:24:00 ",1,1,97,120,135
"542","03FEB25 12:24:01 ",1,1,97,120,135
"543","03FEB25 12:24:02 ",1,1,97,120,135
"544","03FEB25 12:24:03 ",1,1,97,120,135
"545","03FEB25 12:24:04 ",1,1,97,120,135
"546","03FEB25 12:24:05 ",1,1,97,120,135
"547","03FEB25 12:24:06 ",1,1,97,120,135
"548","03FEB25 12:24:07 ",1,1,97,120,135
"549","03FEB25 12:24:08 ",1,1,97,120,135
"550","03FEB25 12:24:09 ",1,1,97,120,135
"551","03FEB25 12:24:10 ",1,1,97,120,135
"552","03FEB25 12:24:11 ",1,1,97,120,135
"553","03FEB25 12:24:12 ",1,1,97,120,135
"554","03FEB25 12:24:13 ",1,1,97,120,135
"555","03FEB25 12:24:14 ",1,1,97,120,135
"556","03FEB25 12:24:15 ",1,1,97,120,135
"557","03FEB25 12:24:16 ",1,1,97,120,135
"558","03FEB25 12:24:17 ",1,1,97,120,135
"559","03FEB25 12:24:18 ",1,1,97,120,135
"560","03FEB25 12:24:19 ",1,1,97,120,135
"561","03FEB25 12:24:20 ",1,1,97,120,135
"562","03FEB25 12:24:21 ",1,1,97,120,135
"564","03FEB25 12:24:22 ",1,1,97,120,135
"565","03FEB25 12:24:23 ",1,1,97,120,135
"566","03FEB25 12:24:24 ",1,1,97,120,135
"567","03FEB25 12:24:25 ",1,1,97,120,135
"568","03FEB25 12:24:26 ",1,1,97,120,135
"569","03FEB25 12:24:27 ",1,1,97,120,135
"570","03FEB25 12:24:28 ",1,1,97,120,135
