"Count","DateTime","T1 Ez","T1 CheckEz","T1 Ex","T1 Prime","T1 DAX A"
"490","28JAN25 07:44:53 ",100,100,53,125,140
"491","28JAN25 07:44:54 ",100,100,53,125,140
"492","28JAN25 07:44:55 ",100,101,53,125,140
"493","28JAN25 07:44:56 ",100,101,53,125,140
"494","28JAN25 07:44:57 ",100,100,53,125,140
"495","28JAN25 07:44:58 ",100,101,53,125,140
"496","28JAN25 07:44:59 ",100,100,53,125,140
"497","28JAN25 07:45:00 ",100,100,53,125,140
"498","28JAN25 07:45:01 ",100,100,53,125,140
"499","28JAN25 07:45:02 ",100,100,53,125,140
"500","28JAN25 07:45:03 ",100,100,53,125,140
"501","28JAN25 07:45:04 ",100,100,53,125,140
"502","28JAN25 07:45:05 ",100,100,53,125,140
"503","28JAN25 07:45:06 ",100,100,53,125,140
"504","28JAN25 07:45:07 ",100,101,53,125,140
"505","28JAN25 07:45:08 ",100,100,53,125,140
"506","28JAN25 07:45:09 ",100,100,53,125,140
"507","28JAN25 07:45:10 ",100,100,53,125,140
"508","28JAN25 07:45:11 ",100,100,53,125,140
"509","28JAN25 07:45:12 ",100,100,53,125,140
"510","28JAN25 07:45:13 ",100,100,53,125,140
"511","28JAN25 07:45:14 ",100,100,53,125,140
"512","28JAN25 07:45:15 ",100,100,53,125,140
"513","28JAN25 07:45:17 ",100,101,53,125,140
"514","28JAN25 07:45:18 ",100,101,53,125,140
